source,source_label,relation_code,relation_type,relation_label_cn,target,target_label,relation_group,direction,research_tier
C162156,Refractory Rectal Carcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12390,Rectum,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C162156,Refractory Rectal Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C162156,Refractory Rectal Carcinoma,is_parent_of,is_parent_of,父类-子类,C162157,Refractory Rectal Adenocarcinoma,hierarchy,parent_to_child,tree
C162156,Refractory Rectal Carcinoma,is_parent_of,is_parent_of,父类-子类,C177151,Refractory Rectal Squamous Cell Carcinoma,hierarchy,parent_to_child,tree
C177151,Refractory Rectal Squamous Cell Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out,metadata
C177151,Refractory Rectal Squamous Cell Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C116977,CTRP Terminology,association,out,metadata
C177151,Refractory Rectal Squamous Cell Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36763,Neoplastic Glandular Cell,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36771,Malignant Squamous Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36760,Neoplastic Squamous Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C186102,Anorectal Area,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12390,Rectum,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R108,Disease_Has_Finding,伴随 finding,C39752,Refractory Disease,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12390,Rectum,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C26682,Abdominal Pain,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C37930,Constipation,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C3038,Fever,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C78438,Lower Gastrointestinal Hemorrhage,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C27054,Rectal Hemorrhage,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C3445,Weight Loss,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C177151,Refractory Rectal Squamous Cell Carcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C171605,Refractory Squamous Cell Carcinoma,is_parent_of,is_parent_of,父类-子类,C177151,Refractory Rectal Squamous Cell Carcinoma,hierarchy,parent_to_child,tree
C208027,Resectable Colon Adenocarcinoma,A8,Concept_In_Subset,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out,metadata
C208027,Resectable Colon Adenocarcinoma,A8,Concept_In_Subset,Concept_In_Subset,C116977,CTRP Terminology,association,out,metadata
C208027,Resectable Colon Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36771,Malignant Squamous Cell,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36760,Neoplastic Squamous Cell,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C62273,Mixed Neoplastic Glandular and Squamous Cell Population,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36773,Adenocarcinoma Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36763,Neoplastic Glandular Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12382,Colon,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C54189,Colorectal Region,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12378,Digestive System,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12736,Intestine,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R100,Disease_Has_Associated_Anatomic_Site,相关解剖部位,C12379,Large Intestine,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C54172,Carcinomatous Component Present,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C53596,Epithelial Component Present,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C36115,Malignant Cellular Infiltrate,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R108,Disease_Has_Finding,伴随 finding,C36166,Resectable Mass,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C12578,Epithelial Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R104,Disease_Has_Normal_Cell_Origin,正常细胞来源,C33923,Glandular Cell,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C45714,Epithelial Tissue,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C43370,Glandular Epithelium,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R103,Disease_Has_Normal_Tissue_Origin,正常组织来源,C32926,Large Intestinal Mucosa,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12382,Colon,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C54189,Colorectal Region,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R101,Disease_Has_Primary_Anatomic_Site,原发解剖部位,C12378,Digestive System,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17567,APC Gene,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C18363,BRAF Gene,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C25785,KRAS Gene,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R176,Disease_Mapped_To_Gene,疾病-基因映射,C17359,TP53 Gene,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R115,Disease_May_Have_Finding,可伴随 finding,C78438,Lower Gastrointestinal Hemorrhage,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C40430,BRAF Gene Mutation,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36683,Inactivating APC Gene Mutation,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36665,KRAS Gene Amplification,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C43597,MYC Gene Mutation,role,out,biomedical
C208027,Resectable Colon Adenocarcinoma,R89,Disease_May_Have_Molecular_Abnormality,可伴随分子异常,C36329,TP53 Gene Inactivation,role,out,biomedical
C167237,Resectable Colon Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C118168,CTRP Disease Terminology,association,out,metadata
C167237,Resectable Colon Carcinoma,A8,Concept_In_Subset,Concept_In_Subset,C116977,CTRP Terminology,association,out,metadata
C167237,Resectable Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C37153,Malignant Stromal Cell,role,out,constraint
C167237,Resectable Colon Carcinoma,R139,Disease_Excludes_Abnormal_Cell,Disease_Excludes_Abnormal_Cell,C36937,Neoplastic Smooth Muscle Cell,role,out,constraint
C167237,Resectable Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C36122,Benign Cellular Infiltrate,role,out,constraint
C167237,Resectable Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155862,Intermediate Grade Neuroendocrine Lesion,role,out,constraint
C167237,Resectable Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155864,Low Grade Neuroendocrine Lesion,role,out,constraint
C167237,Resectable Colon Carcinoma,R142,Disease_Excludes_Finding,Disease_Excludes_Finding,C155861,Well Differentiated Neuroendocrine Lesion,role,out,constraint
C167237,Resectable Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12917,Malignant Cell,role,out,biomedical
C167237,Resectable Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36779,Malignant Epithelial Cell,role,out,biomedical
C167237,Resectable Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C12922,Neoplastic Cell,role,out,biomedical
C167237,Resectable Colon Carcinoma,R105,Disease_Has_Abnormal_Cell,异常细胞,C36753,Neoplastic Epithelial Cell,role,out,biomedical
